TAB NAME: Sri_Lanka_Hospitals_2026_Canonical_1206.csv>
index,hospitalId,sourceRow,Province,RDHS Division,category,categoryFullName,name,Authority,Remarks
214,MOH2026-0216,216,Central Province,RDHS Kandy,DHC,Divisional Hospital Type - C,"DHC Pattiyagama, Pallegama",Provincial Ministry,
215,MOH2026-0217,217,Central Province,RDHS Kandy,DHC,Divisional Hospital Type - C,DHC Udagama Atabage,Provincial Ministry,
216,MOH2026-0218,218,Central Province,RDHS Kandy,DHC,Divisional Hospital Type - C,DHC Ulapane,Provincial Ministry,
217,MOH2026-0219,219,Central Province,RDHS Kandy,DHC,Divisional Hospital Type - C,DHC Wattappola,Provincial Ministry,
218,MOH2026-0220,220,Central Province,RDHS Kandy,DHC,Divisional Hospital Type - C,DHC Westhall,Provincial Ministry,
219,MOH2026-0221,221,Central Province,RDHS Kandy,PMCU,Primary Medical Care Unit,PMCU Alawathugoda,Provincial Ministry,
220,MOH2026-0222,222,Central Province,RDHS Kandy,PMCU,Primary Medical Care Unit,PMCU Balana,Provincial Ministry,
221,MOH2026-0223,223,Central Province,RDHS Kandy,PMCU,Primary Medical Care Unit,PMCU Dedunupitiya,Provincial Ministry,
222,MOH2026-0224,224,Central Province,RDHS Kandy,PMCU,Primary Medical Care Unit,PMCU Dodamwela,Provincial Ministry,
223,MOH2026-0225,225,Central Province,RDHS Kandy,PMCU,Primary Medical Care Unit,PMCU Elamaldeniya,Provincial Ministry,
224,MOH2026-0226,226,Central Province,RDHS Kandy,PMCU,Primary Medical Care Unit,PMCU Galhinna,Provincial Ministry,
225,MOH2026-0227,227,Central Province,RDHS Kandy,PMCU,Primary Medical Care Unit,PMCU Girihagama,Provincial Ministry,
226,MOH2026-0228,228,Central Province,RDHS Kandy,PMCU,Primary Medical Care Unit,PMCU Godahena,Provincial Ministry,
227,MOH2026-0229,229,Central Province,RDHS Kandy,PMCU,Primary Medical Care Unit,PMCU Guhagoda,Provincial Ministry,
228,MOH2026-0230,230,Central Province,RDHS Kandy,PMCU,Primary Medical Care Unit,PMCU Megoda Kalugamuwa,Provincial Ministry,
229,MOH2026-0231,231,Central Province,RDHS Kandy,PMCU,Primary Medical Care Unit,PMCU Kotikambe,Provincial Ministry,
230,MOH2026-0232,232,Central Province,RDHS Kandy,PMCU,Primary Medical Care Unit,PMCU Kurugoda,Provincial Ministry,
231,MOH2026-0233,233,Central Province,RDHS Kandy,PMCU,Primary Medical Care Unit,PMCU Madawala Bazar,Provincial Ministry,
232,MOH2026-0234,234,Central Province,RDHS Kandy,PMCU,Primary Medical Care Unit,PMCU Mahakanda,Provincial Ministry,
233,MOH2026-0235,235,Central Province,RDHS Kandy,PMCU,Primary Medical Care Unit,PMCU Rangala Makuldeniya,Provincial Ministry,
234,MOH2026-0236,236,Central Province,RDHS Kandy,PMCU,Primary Medical Care Unit,PMCU Mapakanda,Provincial Ministry,
235,MOH2026-0237,237,Central Province,RDHS Kandy,PMCU,Primary Medical Care Unit,PMCU Mawathura,Provincial Ministry,
236,MOH2026-0238,238,Central Province,RDHS Kandy,PMCU,Primary Medical Care Unit,PMCU Meemure,Provincial Ministry,
237,MOH2026-0239,239,Central Province,RDHS Kandy,PMCU,Primary Medical Care Unit,PMCU Mailapitiya,Provincial Ministry,
238,MOH2026-0240,240,Central Province,RDHS Kandy,PMCU,Primary Medical Care Unit,PMCU Poojapitiya,Provincial Ministry,
239,MOH2026-0241,241,Central Province,RDHS Kandy,PMCU,Primary Medical Care Unit,PMCU Digana Rajawella,Provincial Ministry,
240,MOH2026-0242,242,Central Province,RDHS Kandy,PMCU,Primary Medical Care Unit,PMCU Rambuke Ela,Provincial Ministry,
241,MOH2026-0243,243,Central Province,RDHS Kandy,PMCU,Primary Medical Care Unit,PMCU Rambukewela,Provincial Ministry,
242,MOH2026-0244,244,Central Province,RDHS Kandy,PMCU,Primary Medical Care Unit,PMCU Sandasiridunuwila,Provincial Ministry,
243,MOH2026-0245,245,Central Province,RDHS Kandy,PMCU,Primary Medical Care Unit,PMCU Suduhumpola,Provincial Ministry,
244,MOH2026-0246,246,Central Province,RDHS Kandy,PMCU,Primary Medical Care Unit,PMCU Udathalawinna,Provincial Ministry,
245,MOH2026-0247,247,Central Province,RDHS Kandy,PMCU,Primary Medical Care Unit,PMCU Welamboda,Provincial Ministry,
246,MOH2026-0248,248,Central Province,RDHS Kandy,PMCU,Primary Medical Care Unit,PMCU Yahalathenna,Provincial Ministry,
247,MOH2026-0250,250,Central Province,RDHS Matale,DGH,District General Hospital,DGH Matale,Line Ministry,
248,MOH2026-0251,251,Central Province,RDHS Matale,BHA,Base Hospital Type - A,BHA Dambulla,Provincial Ministry,
249,MOH2026-0252,252,Central Province,RDHS Matale,DHA,Divisional Hospital Type - A,DHA Galewela,Provincial Ministry,
250,MOH2026-0253,253,Central Province,RDHS Matale,DHA,Divisional Hospital Type - A,DHA Hettipola (or Wilgamuwa),Provincial Ministry,
251,MOH2026-0254,254,Central Province,RDHS Matale,DHA,Divisional Hospital Type - A,DHA Koongahawela,Provincial Ministry,
252,MOH2026-0255,255,Central Province,RDHS Matale,DHA,Divisional Hospital Type - A,DHA Laggala Pallegama,Provincial Ministry,
253,MOH2026-0256,256,Central Province,RDHS Matale,DHA,Divisional Hospital Type - A,DHA Madipola,Provincial Ministry,
254,MOH2026-0257,257,Central Province,RDHS Matale,DHA,Divisional Hospital Type - A,DHA Nalanda,Provincial Ministry,
255,MOH2026-0258,258,Central Province,RDHS Matale,DHA,Divisional Hospital Type - A,DHA Rattota,Provincial Ministry,
256,MOH2026-0259,259,Central Province,RDHS Matale,DHB,Divisional Hospital Type - B,DHB Handungamuwa,Provincial Ministry,
257,MOH2026-0260,260,Central Province,RDHS Matale,DHB,Divisional Hospital Type - B,DHB Hattota Amuna,Provincial Ministry,
258,MOH2026-0261,261,Central Province,RDHS Matale,DHB,Divisional Hospital Type - B,DHB Leliambe,Provincial Ministry,
259,MOH2026-0262,262,Central Province,RDHS Matale,DHB,Divisional Hospital Type - B,DHB Lenadora,Provincial Ministry,
260,MOH2026-0263,263,Central Province,RDHS Matale,DHB,Divisional Hospital Type - B,DHB Sigiriya,Provincial Ministry,
261,MOH2026-0264,264,Central Province,RDHS Matale,DHB,Divisional Hospital Type - B,DHB Yatawatta,Provincial Ministry,
262,MOH2026-0265,265,Central Province,RDHS Matale,DHC,Divisional Hospital Type - C,DHC Devahuwa,Provincial Ministry,
263,MOH2026-0266,266,Central Province,RDHS Matale,DHC,Divisional Hospital Type - C,DHC Gammaduwa,Provincial Ministry,
264,MOH2026-0267,267,Central Province,RDHS Matale,DHC,Divisional Hospital Type - C,DHC Ilukkumbura,Provincial Ministry,
265,MOH2026-0268,268,Central Province,RDHS Matale,DHC,Divisional Hospital Type - C,DHC Maraka,Provincial Ministry,
266,MOH2026-0269,269,Central Province,RDHS Matale,DHC,Divisional Hospital Type - C,DHC Muwandeniya,Provincial Ministry,
267,MOH2026-0270,270,Central Province,RDHS Matale,DHC,Divisional Hospital Type - C,DHC Ovilikanda,Provincial Ministry,
268,MOH2026-0271,271,Central Province,RDHS Matale,PMCU,Primary Medical Care Unit,PMCU Aluthwewa,Provincial Ministry,
269,MOH2026-0272,272,Central Province,RDHS Matale,PMCU,Primary Medical Care Unit,PMCU Aluvihare,Provincial Ministry,
270,MOH2026-0273,273,Central Province,RDHS Matale,PMCU,Primary Medical Care Unit,PMCU Dullewa,Provincial Ministry,
271,MOH2026-0274,274,Central Province,RDHS Matale,PMCU,Primary Medical Care Unit,PMCU Elkaduwa,Provincial Ministry,
272,MOH2026-0275,275,Central Province,RDHS Matale,PMCU,Primary Medical Care Unit,PMCU Gurubebila,Provincial Ministry,
273,MOH2026-0276,276,Central Province,RDHS Matale,PMCU,Primary Medical Care Unit,PMCU Kalundewa,Provincial Ministry,
274,MOH2026-0277,277,Central Province,RDHS Matale,PMCU,Primary Medical Care Unit,PMCU Kandenuwara,Provincial Ministry,
275,MOH2026-0278,278,Central Province,RDHS Matale,PMCU,Primary Medical Care Unit,PMCU Madawala Ulpatha,Provincial Ministry,
276,MOH2026-0279,279,Central Province,RDHS Matale,PMCU,Primary Medical Care Unit,PMCU Opalgala,Provincial Ministry,
277,MOH2026-0280,280,Central Province,RDHS Matale,PMCU,Primary Medical Care Unit,PMCU Paldeniya,Provincial Ministry,
278,MOH2026-0281,281,Central Province,RDHS Matale,PMCU,Primary Medical Care Unit,PMCU Pallepola,Provincial Ministry,
279,MOH2026-0282,282,Central Province,RDHS Matale,PMCU,Primary Medical Care Unit,PMCU Ukuwela,Provincial Ministry,
280,MOH2026-0283,283,Central Province,RDHS Matale,PMCU,Primary Medical Care Unit,PMCU Wahakotte,Provincial Ministry,
281,MOH2026-0284,284,Central Province,RDHS Matale,PMCU,Primary Medical Care Unit,PMCU Wewala wewa,Provincial Ministry,
282,MOH2026-0286,286,Central Province,RDHS Nuwara Eliya,DGH,District General Hospital,DGH Nuwara Eliya,Line Ministry,
283,MOH2026-0287,287,Central Province,RDHS Nuwara Eliya,BHA,Base Hospital Type - A,BHA Dickoya,Provincial Ministry,
284,MOH2026-0288,288,Central Province,RDHS Nuwara Eliya,BHB,Base Hospital Type - B,BHB Rikillagaskada,Provincial Ministry,
285,MOH2026-0289,289,Central Province,RDHS Nuwara Eliya,DHA,Divisional Hospital Type - A,DHA Maskeliya,Provincial Ministry,
286,MOH2026-0290,290,Central Province,RDHS Nuwara Eliya,DHA,Divisional Hospital Type - A,DHA Walapane,Provincial Ministry,
287,MOH2026-0291,291,Central Province,RDHS Nuwara Eliya,DHB,Divisional Hospital Type - B,DHB Bogawanthalawa,Provincial Ministry,
288,MOH2026-0292,292,Central Province,RDHS Nuwara Eliya,DHB,Divisional Hospital Type - B,DHB Ginigathhena,Provincial Ministry,
289,MOH2026-0293,293,Central Province,RDHS Nuwara Eliya,DHB,Divisional Hospital Type - B,DHB Kotagala,Provincial Ministry,
290,MOH2026-0294,294,Central Province,RDHS Nuwara Eliya,DHB,Divisional Hospital Type - B,DHB Kothmale,Provincial Ministry,
291,MOH2026-0295,295,Central Province,RDHS Nuwara Eliya,DHB,Divisional Hospital Type - B,DHB Lindula,Provincial Ministry,
292,MOH2026-0296,296,Central Province,RDHS Nuwara Eliya,DHB,Divisional Hospital Type - B,DHB Maldeniya,Provincial Ministry,
293,MOH2026-0297,297,Central Province,RDHS Nuwara Eliya,DHB,Divisional Hospital Type - B,DHB Mathurata,Provincial Ministry,
294,MOH2026-0298,298,Central Province,RDHS Nuwara Eliya,DHB,Divisional Hospital Type - B,DHB Udupussallawa,Provincial Ministry,
295,MOH2026-0299,299,Central Province,RDHS Nuwara Eliya,DHB,Divisional Hospital Type - B,DHB Watawala,Provincial Ministry,
296,MOH2026-0300,300,Central Province,RDHS Nuwara Eliya,DHC,Divisional Hospital Type - C,DHC Agarapathana,Provincial Ministry,
297,MOH2026-0301,301,Central Province,RDHS Nuwara Eliya,DHC,Divisional Hospital Type - C,DHC Dayagama,Provincial Ministry,
298,MOH2026-0302,302,Central Province,RDHS Nuwara Eliya,DHC,Divisional Hospital Type - C,DHC Gonaganthenna,Provincial Ministry,
299,MOH2026-0303,303,Central Province,RDHS Nuwara Eliya,DHC,Divisional Hospital Type - C,DHC Gonapitiya,Provincial Ministry,
300,MOH2026-0304,304,Central Province,RDHS Nuwara Eliya,DHC,Divisional Hospital Type - C,DHC Haguranketha,Provincial Ministry,
301,MOH2026-0305,305,Central Province,RDHS Nuwara Eliya,DHC,Divisional Hospital Type - C,DHC Highforest,Provincial Ministry,
302,MOH2026-0306,306,Central Province,RDHS Nuwara Eliya,DHC,Divisional Hospital Type - C,DHC Laxapana,Provincial Ministry,
303,MOH2026-0307,307,Central Province,RDHS Nuwara Eliya,DHC,Divisional Hospital Type - C,DHC Madulla,Provincial Ministry,
304,MOH2026-0308,308,Central Province,RDHS Nuwara Eliya,DHC,Divisional Hospital Type - C,DHC Mandaramnuwara,Provincial Ministry,
305,MOH2026-0309,309,Central Province,RDHS Nuwara Eliya,DHC,Divisional Hospital Type - C,DHC Mooloya,Provincial Ministry,
306,MOH2026-0310,310,Central Province,RDHS Nuwara Eliya,DHC,Divisional Hospital Type - C,DHC Nildandahinna,Provincial Ministry,
307,MOH2026-0311,311,Central Province,RDHS Nuwara Eliya,DHC,Divisional Hospital Type - C,DHC North Medakumbura,Provincial Ministry,
308,MOH2026-0312,312,Central Province,RDHS Nuwara Eliya,DHC,Divisional Hospital Type - C,DHC Theripaha,Provincial Ministry,
309,MOH2026-0313,313,Central Province,RDHS Nuwara Eliya,DHC,Divisional Hospital Type - C,DHC Sri-Pada Nallathanniya,Provincial Ministry,
310,MOH2026-0314,314,Central Province,RDHS Nuwara Eliya,PMCU,Primary Medical Care Unit,PMCU Ambewela,Provincial Ministry,
311,MOH2026-0315,315,Central Province,RDHS Nuwara Eliya,PMCU,Primary Medical Care Unit,PMCU Hangarapitiya,Provincial Ministry,
312,MOH2026-0316,316,Central Province,RDHS Nuwara Eliya,PMCU,Primary Medical Care Unit,PMCU Hapugasthalawa,Provincial Ministry,
313,MOH2026-0317,317,Central Province,RDHS Nuwara Eliya,PMCU,Primary Medical Care Unit,PMCU Hatton,Provincial Ministry,
314,MOH2026-0318,318,Central Province,RDHS Nuwara Eliya,PMCU,Primary Medical Care Unit,PMCU Kalaganwatta,Provincial Ministry,
315,MOH2026-0319,319,Central Province,RDHS Nuwara Eliya,PMCU,Primary Medical Care Unit,PMCU Kandapola,Provincial Ministry,
316,MOH2026-0320,320,Central Province,RDHS Nuwara Eliya,PMCU,Primary Medical Care Unit,PMCU Keerthibandarapura,Provincial Ministry,
317,MOH2026-0321,321,Central Province,RDHS Nuwara Eliya,PMCU,Primary Medical Care Unit,PMCU Ketabulawa,Provincial Ministry,
318,MOH2026-0322,322,Central Province,RDHS Nuwara Eliya,PMCU,Primary Medical Care Unit,PMCU Kurupanawela,Provincial Ministry,
319,MOH2026-0323,323,Central Province,RDHS Nuwara Eliya,PMCU,Primary Medical Care Unit,PMCU Manakola,Provincial Ministry,
320,MOH2026-0324,324,Central Province,RDHS Nuwara Eliya,PMCU,Primary Medical Care Unit,PMCU Maswela,Provincial Ministry,
321,MOH2026-0325,325,Central Province,RDHS Nuwara Eliya,PMCU,Primary Medical Care Unit,PMCU Munwaththa,Provincial Ministry,
322,MOH2026-0326,326,Central Province,RDHS Nuwara Eliya,PMCU,Primary Medical Care Unit,PMCU Nanuoya,Provincial Ministry,
323,MOH2026-0327,327,Central Province,RDHS Nuwara Eliya,PMCU,Primary Medical Care Unit,PMCU Nawathispane,Provincial Ministry,
324,MOH2026-0328,328,Central Province,RDHS Nuwara Eliya,PMCU,Primary Medical Care Unit,PMCU Nortenbridge (Widulipura),Provincial Ministry,
325,MOH2026-0329,329,Central Province,RDHS Nuwara Eliya,PMCU,Primary Medical Care Unit,PMCU Pallebowela,Provincial Ministry,
326,MOH2026-0330,330,Central Province,RDHS Nuwara Eliya,PMCU,Primary Medical Care Unit,PMCU Frotoft,Provincial Ministry,
327,MOH2026-0331,331,Central Province,RDHS Nuwara Eliya,PMCU,Primary Medical Care Unit,PMCU Pundaluoya,Provincial Ministry,
328,MOH2026-0332,332,Central Province,RDHS Nuwara Eliya,PMCU,Primary Medical Care Unit,PMCU Ragala,Provincial Ministry,
329,MOH2026-0333,333,Central Province,RDHS Nuwara Eliya,PMCU,Primary Medical Care Unit,PMCU Rupaha,Provincial Ministry,
330,MOH2026-0334,334,Central Province,RDHS Nuwara Eliya,PMCU,Primary Medical Care Unit,PMCU Upkot,Provincial Ministry,
331,MOH2026-0335,335,Central Province,RDHS Nuwara Eliya,PMCU,Primary Medical Care Unit,PMCU Wijayabahukanda,Provincial Ministry,
332,MOH2026-0336,336,Southern Province,RDHS Galle,NH,National Hospital,NH Galle,Line Ministry,
333,MOH2026-0337,337,Southern Province,RDHS Galle,Special TH,Specialized Teaching Hospital,German Sri Lanka Friendship Hospital for Women,Line Ministry,
334,MOH2026-0338,338,Southern Province,RDHS Galle,BHA,Base Hospital Type - A,BHA Balapitiya,Provincial Ministry,
335,MOH2026-0339,339,Southern Province,RDHS Galle,BHA,Base Hospital Type - A,BHA Elpitiya,Provincial Ministry,
336,MOH2026-0340,340,Southern Province,RDHS Galle,BHA,Base Hospital Type - A,BHA Udugama,Provincial Ministry,
337,MOH2026-0341,341,Southern Province,RDHS Galle,DHA,Divisional Hospital Type - A,DHA Ambalangoda,Provincial Ministry,
338,MOH2026-0342,342,Southern Province,RDHS Galle,DHA,Divisional Hospital Type - A,DHA Baddegama,Provincial Ministry,
339,MOH2026-0343,343,Southern Province,RDHS Galle,DHB,Divisional Hospital Type - B,DHB Batapola,Provincial Ministry,
340,MOH2026-0344,344,Southern Province,RDHS Galle,DHB,Divisional Hospital Type - B,DHB Bentota,Provincial Ministry,
341,MOH2026-0345,345,Southern Province,RDHS Galle,DHB,Divisional Hospital Type - B,DHB Hikkaduwa,Provincial Ministry,
342,MOH2026-0346,346,Southern Province,RDHS Galle,DHB,Divisional Hospital Type - B,DHB Hiniduma,Provincial Ministry,
343,MOH2026-0347,347,Southern Province,RDHS Galle,DHB,Divisional Hospital Type - B,DHB Imaduwa,Provincial Ministry,
344,MOH2026-0348,348,Southern Province,RDHS Galle,DHB,Divisional Hospital Type - B,DHB Karandeniya / Borakanda,Provincial Ministry,
345,MOH2026-0349,349,Southern Province,RDHS Galle,DHB,Divisional Hospital Type - B,DHB Neluwa,Provincial Ministry,
346,MOH2026-0350,350,Southern Province,RDHS Galle,DHB,Divisional Hospital Type - B,DHB Unawatuna,Provincial Ministry,
347,MOH2026-0351,351,Southern Province,RDHS Galle,DHC,Divisional Hospital Type - C,DHC Ahangama,Provincial Ministry,
348,MOH2026-0352,352,Southern Province,RDHS Galle,DHC,Divisional Hospital Type - C,DHC Habaraduwa,Provincial Ministry,
349,MOH2026-0353,353,Southern Province,RDHS Galle,DHC,Divisional Hospital Type - C,DHC Induruwa,Provincial Ministry,
350,MOH2026-0354,354,Southern Province,RDHS Galle,DHC,Divisional Hospital Type - C,DHC Madampagama,Provincial Ministry,
351,MOH2026-0355,355,Southern Province,RDHS Galle,DHC,Divisional Hospital Type - C,DHC Nagoda,Provincial Ministry,
352,MOH2026-0356,356,Southern Province,RDHS Galle,DHC,Divisional Hospital Type - C,DHC Niyagama,Provincial Ministry,
353,MOH2026-0357,357,Southern Province,RDHS Galle,DHC,Divisional Hospital Type - C,DHC Opatha,Provincial Ministry,
354,MOH2026-0358,358,Southern Province,RDHS Galle,DHC,Divisional Hospital Type - C,DHC Pitigala,Provincial Ministry,
355,MOH2026-0359,359,Southern Province,RDHS Galle,DHC,Divisional Hospital Type - C,DHC Rathgama,Provincial Ministry,
356,MOH2026-0360,360,Southern Province,RDHS Galle,DHC,Divisional Hospital Type - C,DHC Thalapitiya,Provincial Ministry,
357,MOH2026-0361,361,Southern Province,RDHS Galle,DHC,Divisional Hospital Type - C,DHC Uragaha (Uragahasmandiya),Provincial Ministry,
358,MOH2026-0362,362,Southern Province,RDHS Galle,PMCU,Primary Medical Care Unit,PMCU Agaliya,Provincial Ministry,
359,MOH2026-0363,363,Southern Province,RDHS Galle,PMCU,Primary Medical Care Unit,PMCU Ahangama,Provincial Ministry,
360,MOH2026-0364,364,Southern Province,RDHS Galle,PMCU,Primary Medical Care Unit,PMCU Ahungalle,Provincial Ministry,
361,MOH2026-0365,365,Southern Province,RDHS Galle,PMCU,Primary Medical Care Unit,PMCU Aluththanayamgoda,Provincial Ministry,Not functioning
362,MOH2026-0366,366,Southern Province,RDHS Galle,PMCU,Primary Medical Care Unit,PMCU Ambalangoda,Provincial Ministry,
363,MOH2026-0367,367,Southern Province,RDHS Galle,PMCU,Primary Medical Care Unit,PMCU Amugoda,Provincial Ministry,
364,MOH2026-0368,368,Southern Province,RDHS Galle,PMCU,Primary Medical Care Unit,PMCU Dellawa,Provincial Ministry,
365,MOH2026-0369,369,Southern Province,RDHS Galle,PMCU,Primary Medical Care Unit,PMCU Gintota,Provincial Ministry,
366,MOH2026-0370,370,Southern Province,RDHS Galle,PMCU,Primary Medical Care Unit,PMCU Haburugala,Provincial Ministry,
367,MOH2026-0371,371,Southern Province,RDHS Galle,PMCU,Primary Medical Care Unit,PMCU Halwitigala,Provincial Ministry,
368,MOH2026-0372,372,Southern Province,RDHS Galle,PMCU,Primary Medical Care Unit,PMCU Hemmeliya,Provincial Ministry,
369,MOH2026-0373,373,Southern Province,RDHS Galle,PMCU,Primary Medical Care Unit,PMCU Hikkaduwa,Provincial Ministry,
370,MOH2026-0374,374,Southern Province,RDHS Galle,PMCU,Primary Medical Care Unit,PMCU Hipankanda,Provincial Ministry,
371,MOH2026-0375,375,Southern Province,RDHS Galle,PMCU,Primary Medical Care Unit,PMCU Kahaduwa,Provincial Ministry,
372,MOH2026-0376,376,Southern Province,RDHS Galle,PMCU,Primary Medical Care Unit,PMCU Kiridiela,Provincial Ministry,
373,MOH2026-0377,377,Southern Province,RDHS Galle,PMCU,Primary Medical Care Unit,PMCU Kosgoda,Provincial Ministry,
374,MOH2026-0378,378,Southern Province,RDHS Galle,PMCU,Primary Medical Care Unit,PMCU Lankagama,Provincial Ministry,
375,MOH2026-0379,379,Southern Province,RDHS Galle,PMCU,Primary Medical Care Unit,PMCU Maha Indhuruwa,Provincial Ministry,
376,MOH2026-0380,380,Southern Province,RDHS Galle,PMCU,Primary Medical Care Unit,PMCU Maththaka,Provincial Ministry,
377,MOH2026-0381,381,Southern Province,RDHS Galle,PMCU,Primary Medical Care Unit,PMCU Nakiyadeniya,Provincial Ministry,
378,MOH2026-0382,382,Southern Province,RDHS Galle,PMCU,Primary Medical Care Unit,PMCU Omaththa,Provincial Ministry,
379,MOH2026-0383,383,Southern Province,RDHS Galle,PMCU,Primary Medical Care Unit,PMCU Pilana,Provincial Ministry,
380,MOH2026-0384,384,Southern Province,RDHS Galle,PMCU,Primary Medical Care Unit,PMCU Thelikada,Provincial Ministry,
381,MOH2026-0385,385,Southern Province,RDHS Galle,PMCU,Primary Medical Care Unit,PMCU Yakkalamulla,Provincial Ministry,
382,MOH2026-0386,386,Southern Province,RDHS Galle,PMCU,Primary Medical Care Unit,PMCU Wanduramba,Provincial Ministry,
383,MOH2026-0388,388,Southern Province,RDHS Matara,DGH,District General Hospital,DGH Matara,Line Ministry,
384,MOH2026-0389,389,Southern Province,RDHS Matara,BHA,Base Hospital Type - A,BHA Kamburupitiya,Provincial Ministry,
385,MOH2026-0390,390,Southern Province,RDHS Matara,BHB,Base Hospital Type - B,BHB Deniyaya,Provincial Ministry,
386,MOH2026-0391,391,Southern Province,RDHS Matara,DHA,Divisional Hospital Type - A,DHA Akuressa,Provincial Ministry,
387,MOH2026-0392,392,Southern Province,RDHS Matara,DHA,Divisional Hospital Type - A,DHA Mawarala,Provincial Ministry,
388,MOH2026-0393,393,Southern Province,RDHS Matara,DHA,Divisional Hospital Type - A,DHA Weligama,Provincial Ministry,
389,MOH2026-0394,394,Southern Province,RDHS Matara,DHB,Divisional Hospital Type - B,DHB Deiyandara,Provincial Ministry,
390,MOH2026-0395,395,Southern Province,RDHS Matara,DHB,Divisional Hospital Type - B,DHB Dickwella,Provincial Ministry,
391,MOH2026-0396,396,Southern Province,RDHS Matara,DHB,Divisional Hospital Type - B,DHB Gangodagama,Provincial Ministry,
392,MOH2026-0397,397,Southern Province,RDHS Matara,DHB,Divisional Hospital Type - B,DHB Morawaka,Provincial Ministry,
393,MOH2026-0398,398,Southern Province,RDHS Matara,DHB,Divisional Hospital Type - B,DHB Narawelpita,Provincial Ministry,
394,MOH2026-0399,399,Southern Province,RDHS Matara,DHB,Divisional Hospital Type - B,DHB Urubokka,Provincial Ministry,
395,MOH2026-0400,400,Southern Province,RDHS Matara,DHC,Divisional Hospital Type - C,DHC Kirinda Puhulwella,Provincial Ministry,
396,MOH2026-0401,401,Southern Province,RDHS Matara,DHC,Divisional Hospital Type - C,DHC Kotapola / Kosmodera,Provincial Ministry,
397,MOH2026-0402,402,Southern Province,RDHS Matara,DHC,Divisional Hospital Type - C,DHC Midigama,Provincial Ministry,
398,MOH2026-0403,403,Southern Province,RDHS Matara,DHC,Divisional Hospital Type - C,DHC Pallegama,Provincial Ministry,
399,MOH2026-0404,404,Southern Province,RDHS Matara,DHC,Divisional Hospital Type - C,DHC Ruhunugama,Provincial Ministry,
400,MOH2026-0405,405,Southern Province,RDHS Matara,DHC,Divisional Hospital Type - C,DHC Thalalla,Provincial Ministry,
401,MOH2026-0406,406,Southern Province,RDHS Matara,DHC,Divisional Hospital Type - C,DHC Urugamuwa,Provincial Ministry,
402,MOH2026-0407,407,Southern Province,RDHS Matara,PMCU,Primary Medical Care Unit,PMCU Beralapanathara,Provincial Ministry,
403,MOH2026-0408,408,Southern Province,RDHS Matara,PMCU,Primary Medical Care Unit,PMCU Dehigaspe,Provincial Ministry,
404,MOH2026-0409,409,Southern Province,RDHS Matara,PMCU,Primary Medical Care Unit,PMCU Denipitiya,Provincial Ministry,
405,MOH2026-0410,410,Southern Province,RDHS Matara,PMCU,Primary Medical Care Unit,PMCU Derangala/ Kiriwelkale,Provincial Ministry,
406,MOH2026-0411,411,Southern Province,RDHS Matara,PMCU,Primary Medical Care Unit,PMCU Devinuwara,Provincial Ministry,
407,MOH2026-0412,412,Southern Province,RDHS Matara,PMCU,Primary Medical Care Unit,PMCU Galbokka,Provincial Ministry,
408,MOH2026-0413,413,Southern Province,RDHS Matara,PMCU,Primary Medical Care Unit,PMCU Hakmana,Provincial Ministry,
409,MOH2026-0414,414,Southern Province,RDHS Matara,PMCU,Primary Medical Care Unit,PMCU Horagoda,Provincial Ministry,
410,MOH2026-0415,415,Southern Province,RDHS Matara,PMCU,Primary Medical Care Unit,PMCU Kamburugamuwa,Provincial Ministry,
411,MOH2026-0416,416,Southern Province,RDHS Matara,PMCU,Primary Medical Care Unit,PMCU Kapugama (Pallewela),Provincial Ministry,
412,MOH2026-0417,417,Southern Province,RDHS Matara,PMCU,Primary Medical Care Unit,PMCU Kekanadura,Provincial Ministry,
413,MOH2026-0418,418,Southern Province,RDHS Matara,PMCU,Primary Medical Care Unit,PMCU Makandura,Provincial Ministry,
414,MOH2026-0419,419,Southern Province,RDHS Matara,PMCU,Primary Medical Care Unit,PMCU Maramba,Provincial Ministry,
415,MOH2026-0420,420,Southern Province,RDHS Matara,PMCU,Primary Medical Care Unit,PMCU Mirissa,Provincial Ministry,
416,MOH2026-0421,421,Southern Province,RDHS Matara,PMCU,Primary Medical Care Unit,PMCU Rotumba,Provincial Ministry,
417,MOH2026-0422,422,Southern Province,RDHS Matara,PMCU,Primary Medical Care Unit,PMCU Thelijjawila,Provincial Ministry,
418,MOH2026-0423,423,Southern Province,RDHS Matara,PMCU,Primary Medical Care Unit,PMCU Thihagoda,Provincial Ministry,
419,MOH2026-0424,424,Southern Province,RDHS Matara,PMCU,Primary Medical Care Unit,PMCU Yatiyana,Provincial Ministry,
420,MOH2026-0425,425,Southern Province,RDHS Hambantota,DGH,District General Hospital,DGH Hambantota,Line Ministry,
421,MOH2026-0426,426,Southern Province,RDHS Hambantota,Special,Other Specialized Hospital,Ruhunu Suwa Nivahana,Provincial Ministry,
422,MOH2026-0427,427,Southern Province,RDHS Hambantota,BHA,Base Hospital Type - A,BHA Tangalle,Provincial Ministry,
423,MOH2026-0428,428,Southern Province,RDHS Hambantota,BHB,Base Hospital Type - B,BHB Tissamaharama,Provincial Ministry,
424,MOH2026-0429,429,Southern Province,RDHS Hambantota,BHB,Base Hospital Type - B,BHB Walasmulla,Provincial Ministry,
